,Unnamed: 0,Unnamed: 0.1,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,lebel
25000,4362,42,45.0,0.0,21.5,0.5,14.67,0.47,sitting
25001,4363,43,45.0,0.0,21.75,0.43,14.25,0.83,sitting
25002,4364,44,45.0,0.0,21.0,0.0,15.0,0.0,sitting
25003,4365,45,45.0,0.0,20.8,0.4,13.0,0.89,sitting
25004,4366,46,45.0,0.0,20.33,0.47,14.0,1.41,sitting
25005,4367,47,45.0,0.0,20.5,0.5,16.75,0.43,sitting
25006,4368,48,45.0,0.0,20.5,0.5,17.25,0.83,sitting
25007,4369,49,45.0,0.0,18.75,0.83,19.0,1.41,sitting
25008,4370,50,45.0,0.0,20.25,0.83,20.25,0.43,sitting
25009,4371,51,45.25,0.43,20.5,0.5,19.75,1.09,sitting
25010,4372,52,45.0,0.0,20.0,1.0,19.25,1.09,sitting
25011,4373,53,45.33,0.47,19.0,2.16,21.0,0.0,sitting
25012,4374,54,45.5,0.5,20.75,1.09,17.0,2.12,sitting
25013,4375,55,45.25,0.43,19.75,0.43,20.5,0.87,sitting
25014,4376,56,45.0,0.0,19.75,0.43,21.0,0.0,sitting
25015,4377,57,45.0,0.0,20.0,0.71,21.25,0.43,sitting
25016,4378,58,45.75,0.43,21.0,0.0,18.25,1.48,sitting
25017,4379,59,45.0,0.0,20.0,1.22,20.33,0.94,sitting
25018,4380,60,45.0,0.0,19.75,1.3,19.75,1.3,sitting
25019,4381,61,45.0,0.0,20.67,0.47,18.33,0.47,sitting
25020,4382,62,45.0,0.0,20.75,0.43,19.0,0.82,sitting
25021,4383,63,45.25,0.43,21.0,0.0,18.75,1.3,sitting
25022,4384,64,45.33,0.47,21.33,0.47,20.5,0.87,sitting
25023,4385,65,45.5,0.5,21.75,0.83,19.75,1.3,sitting
25024,4386,66,45.25,0.43,21.25,0.43,17.75,1.09,sitting
25025,4387,67,45.0,0.0,20.75,0.43,15.0,0.71,sitting
25026,4388,68,45.0,0.0,20.0,0.0,15.75,0.83,sitting
25027,4389,69,45.0,0.0,19.5,0.5,16.75,0.43,sitting
25028,4390,70,45.0,0.0,20.0,0.0,15.25,0.43,sitting
25029,4391,71,45.0,0.0,20.25,0.43,15.0,0.0,sitting
25030,4392,72,45.0,0.0,21.0,0.0,15.0,0.0,sitting
25031,4393,73,45.0,0.0,20.5,0.5,15.0,0.0,sitting
25032,4394,74,45.0,0.0,19.67,0.47,14.0,0.82,sitting
25033,4395,75,45.0,0.0,19.0,0.71,14.0,1.41,sitting
25034,4396,76,45.0,0.0,18.75,0.83,14.0,1.0,sitting
25035,4397,77,45.0,0.0,18.67,0.47,14.5,1.12,sitting
25036,4398,78,45.0,0.0,19.25,0.43,13.5,1.5,sitting
25037,4399,79,45.0,0.0,19.75,0.43,14.0,1.0,sitting
25038,4400,80,45.0,0.0,19.5,0.5,14.5,1.12,sitting
25039,4401,81,45.0,0.0,20.0,0.0,14.75,0.83,sitting
25040,4402,82,45.0,0.0,19.75,0.43,14.25,0.83,sitting
25041,4403,83,45.0,0.0,19.75,0.83,14.75,0.43,sitting
25042,4404,84,45.0,0.0,20.5,0.5,15.75,1.3,sitting
25043,4405,85,45.0,0.0,21.0,0.0,18.0,0.0,sitting
25044,4406,86,45.0,0.0,21.0,0.0,18.0,0.0,sitting
25045,4407,87,45.0,0.0,21.0,0.0,18.0,0.0,sitting
25046,4408,88,45.0,0.0,21.0,0.0,18.0,0.0,sitting
25047,4409,89,45.0,0.0,21.0,0.0,17.33,0.47,sitting
25048,4410,90,45.0,0.0,20.67,0.47,17.25,0.83,sitting
25049,4411,91,45.0,0.0,20.25,0.43,18.5,0.87,sitting
25050,4412,92,45.0,0.0,20.5,0.5,17.25,1.3,sitting
25051,4413,93,45.75,0.43,19.25,1.09,16.25,1.3,sitting
25052,4414,94,46.0,0.71,19.5,1.5,16.5,1.12,sitting
25053,4415,95,45.5,0.5,20.67,0.47,11.5,0.5,sitting
25054,4416,96,45.0,0.0,18.0,0.0,13.33,1.25,sitting
25055,4417,97,45.0,0.0,18.75,0.83,19.0,1.41,sitting
25056,4418,98,45.0,0.0,18.33,0.47,18.75,0.43,sitting
25057,4419,99,45.0,0.0,17.2,0.4,17.75,0.43,sitting
25058,4420,100,45.0,0.0,17.0,0.0,17.75,0.83,sitting
25059,4421,101,45.0,0.0,17.33,0.47,18.5,0.5,sitting
25060,4422,102,45.0,0.0,18.25,0.43,17.25,0.83,sitting
25061,4423,103,45.0,0.0,18.75,0.43,18.25,0.83,sitting
25062,4424,104,45.0,0.0,18.25,0.43,17.5,0.5,sitting
25063,4425,105,45.0,0.0,18.75,0.43,15.75,0.83,sitting
25064,4426,106,45.0,0.0,18.5,0.5,16.25,0.83,sitting
25065,4427,107,45.0,0.0,18.75,0.43,16.5,0.5,sitting
25066,4428,108,45.0,0.0,19.0,0.0,16.0,0.82,sitting
25067,4429,109,45.0,0.0,19.25,0.43,16.67,0.47,sitting
25068,4430,110,45.0,0.0,18.5,0.5,16.5,1.12,sitting
25069,4431,111,45.0,0.0,19.25,0.83,16.25,0.83,sitting
25070,4432,112,45.0,0.0,19.0,0.0,17.0,1.0,sitting
25071,4433,113,45.0,0.0,19.25,0.43,17.0,1.22,sitting
25072,4434,114,45.0,0.0,18.75,0.83,17.0,0.71,sitting
25073,4435,115,45.0,0.0,19.5,0.5,17.25,0.83,sitting
25074,4436,116,45.0,0.0,20.0,0.0,17.5,0.5,sitting
25075,4437,117,45.0,0.0,18.75,0.43,17.5,0.5,sitting
25076,4438,118,45.0,0.0,19.0,0.0,17.5,0.5,sitting
25077,4439,119,45.0,0.0,19.0,0.0,17.5,0.5,sitting
25078,4440,120,45.0,0.0,19.75,0.43,17.5,0.5,sitting
25079,4441,121,45.0,0.0,19.67,0.47,17.33,0.47,sitting
25080,4442,122,45.0,0.0,19.75,0.43,17.5,0.5,sitting
25081,4443,123,45.0,0.0,19.25,0.43,18.0,0.0,sitting
25082,4444,124,45.0,0.0,19.75,0.43,18.0,0.0,sitting
25083,4445,125,45.0,0.0,20.0,0.0,18.0,0.0,sitting
25084,4446,126,45.0,0.0,19.67,0.47,18.25,0.43,sitting
25085,4447,127,45.0,0.0,19.25,0.43,18.0,0.0,sitting
25086,4448,128,45.0,0.0,19.25,0.43,18.0,0.0,sitting
25087,4449,129,45.0,0.0,19.5,0.5,18.0,0.0,sitting
25088,4450,130,45.0,0.0,19.25,0.43,18.25,0.43,sitting
25089,4451,131,45.0,0.0,18.75,0.43,18.25,0.43,sitting
25090,4452,132,45.0,0.0,19.0,0.0,18.0,0.0,sitting
25091,4453,133,45.0,0.0,19.0,0.0,18.25,0.43,sitting
25092,4454,134,45.0,0.0,19.0,0.71,18.67,0.47,sitting
25093,4455,135,45.0,0.0,19.25,0.43,18.5,0.5,sitting
25094,4456,136,45.0,0.0,18.75,0.43,18.25,0.43,sitting
25095,4457,137,45.0,0.0,19.0,0.0,18.25,0.43,sitting
25096,4458,138,45.0,0.0,18.75,0.43,18.0,0.0,sitting
25097,4459,139,45.0,0.0,18.5,0.5,18.0,0.0,sitting
25098,4460,140,45.0,0.0,18.75,0.43,18.25,0.43,sitting
25099,4461,141,45.0,0.0,18.67,0.47,18.33,0.47,sitting
25100,4462,142,45.0,0.0,18.67,0.47,18.33,0.47,sitting
25101,4463,143,45.0,0.0,19.08,0.73,18.77,0.7,sitting
25102,4464,144,45.0,0.0,19.08,0.73,18.77,0.7,sitting
25103,4465,145,45.0,0.0,18.75,0.43,20.5,0.5,sitting
25104,4466,146,45.0,0.0,19.75,0.43,20.5,0.5,sitting
25105,4467,147,45.0,0.0,19.67,0.47,19.33,1.25,sitting
25106,4468,148,45.0,0.0,18.75,0.43,19.0,0.71,sitting
25107,4469,149,45.0,0.0,18.25,0.43,18.33,0.47,sitting
25108,4470,150,45.0,0.0,18.25,0.43,18.5,0.87,sitting
25109,4471,151,45.0,0.0,18.25,0.43,18.25,0.43,sitting
25110,4472,152,45.0,0.0,18.0,0.0,18.0,0.0,sitting
25111,4473,153,45.0,0.0,18.0,0.0,17.75,0.43,sitting
25112,4474,154,45.0,0.0,18.5,0.5,17.25,0.83,sitting
25113,4475,155,45.0,0.0,18.25,0.43,17.25,0.83,sitting
25114,4476,156,45.0,0.0,18.25,0.43,17.75,0.43,sitting
25115,4477,157,45.0,0.0,18.5,0.5,18.0,0.0,sitting
25116,4478,158,45.0,0.0,18.33,0.47,18.0,0.0,sitting
25117,4479,159,45.0,0.0,18.0,0.0,18.0,0.0,sitting
25118,4480,160,45.0,0.0,18.0,0.0,18.0,0.0,sitting
25119,4481,161,45.0,0.0,18.0,0.0,18.0,0.0,sitting
25120,4482,162,45.0,0.0,18.0,0.0,18.0,0.0,sitting
25121,4483,163,45.0,0.0,18.0,0.0,18.0,0.0,sitting
25122,4484,164,45.0,0.0,18.25,0.43,18.0,0.0,sitting
25123,4485,165,45.0,0.0,18.25,0.43,18.0,0.0,sitting
25124,4486,166,45.0,0.0,18.25,0.43,18.0,0.0,sitting
25125,4487,167,45.0,0.0,18.5,0.5,19.25,1.3,sitting
25126,4488,168,45.0,0.0,18.0,0.0,19.5,1.12,sitting
25127,4489,169,44.75,0.43,13.25,3.49,23.0,1.22,sitting
25128,4490,170,44.5,0.5,4.25,4.55,22.0,1.22,sitting
25129,4491,171,44.5,0.5,15.67,0.47,21.33,0.47,sitting
25130,4492,172,44.5,0.5,19.6,1.02,22.6,1.02,sitting
25131,4493,173,44.5,0.5,20.33,0.47,25.0,1.41,sitting
25132,4494,174,44.25,0.83,22.0,1.22,27.25,0.43,sitting
25133,4495,175,44.25,0.43,24.0,0.0,29.25,0.83,sitting
25134,4496,176,44.5,0.5,24.0,0.0,30.0,0.0,sitting
25135,4497,177,44.67,0.47,24.0,0.0,30.0,0.0,sitting
25136,4498,178,44.5,0.5,24.0,0.0,29.75,0.43,sitting
25137,4499,179,44.0,0.82,24.0,0.0,29.33,0.47,sitting
25138,4500,180,44.25,0.43,24.0,0.0,29.5,0.5,sitting
25139,4501,181,44.0,0.82,24.0,0.0,29.25,0.43,sitting
25140,4502,182,44.25,0.83,24.0,0.0,29.5,0.5,sitting
25141,4503,183,44.0,0.71,24.0,0.0,29.5,0.5,sitting
25142,4504,184,44.25,0.43,23.75,0.43,29.0,0.71,sitting
25143,4505,185,44.0,0.71,24.0,0.0,28.5,1.5,sitting
25144,4506,186,43.5,0.5,22.25,0.83,26.5,0.87,sitting
25145,4507,187,43.5,0.5,18.5,0.5,22.0,1.22,sitting
25146,4508,188,43.5,0.5,19.0,0.71,20.75,0.43,sitting
25147,4509,189,43.25,0.83,19.25,0.43,21.0,0.0,sitting
25148,4510,190,43.5,0.5,19.0,0.71,20.5,1.12,sitting
25149,4511,191,43.5,0.5,18.75,1.09,20.75,1.09,sitting
25150,4512,192,43.5,0.5,19.0,1.22,21.25,2.17,sitting
25151,4513,193,43.5,0.5,20.67,0.47,23.67,0.47,sitting
25152,4514,194,43.5,0.5,22.25,1.3,25.75,0.83,sitting
25153,4515,195,43.67,0.47,23.75,0.43,28.67,0.47,sitting
25154,4516,196,43.67,0.47,23.33,0.47,28.5,0.5,sitting
25155,4517,197,44.25,0.43,24.25,0.43,30.0,0.0,sitting
25156,4518,198,44.5,0.5,26.25,0.43,30.5,0.5,sitting
25157,4519,199,44.25,0.43,26.25,0.83,30.75,0.43,sitting
25158,4520,200,44.0,0.71,23.75,0.43,28.75,1.09,sitting
25159,4521,201,43.75,0.83,23.5,0.5,28.0,1.58,sitting
25160,4522,202,43.5,0.5,21.5,2.29,23.0,2.45,sitting
25161,4523,203,42.75,0.43,13.75,5.17,21.5,0.87,sitting
25162,4524,204,42.5,0.5,12.0,2.16,23.0,1.41,sitting
25163,4525,205,43.5,0.5,15.5,4.56,23.25,0.83,sitting
25164,4526,206,45.0,0.0,23.5,0.5,19.5,1.66,sitting
25165,4527,207,45.0,0.0,16.5,3.35,15.5,0.87,sitting
25166,4528,208,45.0,0.0,9.5,0.87,10.67,1.89,sitting
25167,4529,209,45.0,0.0,11.75,0.43,11.25,0.83,sitting
25168,4530,210,45.0,0.0,12.0,0.0,15.67,0.94,sitting
25169,4531,211,45.0,0.0,12.0,0.71,17.25,0.83,sitting
25170,4532,212,45.0,0.0,13.33,1.25,18.25,0.43,sitting
25171,4533,213,45.0,0.0,15.0,0.0,18.25,0.43,sitting
25172,4534,214,45.0,0.0,15.25,0.43,18.75,0.83,sitting
25173,4535,215,45.0,0.0,16.0,0.71,18.5,0.5,sitting
25174,4536,216,45.0,0.0,16.33,0.47,18.0,0.0,sitting
25175,4537,217,45.0,0.0,15.75,0.83,18.0,0.0,sitting
25176,4538,218,45.0,0.0,17.25,0.83,18.0,0.0,sitting
25177,4539,219,45.0,0.0,19.5,0.5,18.0,0.0,sitting
25178,4540,220,45.0,0.0,20.25,0.43,18.25,0.43,sitting
25179,4541,221,45.0,0.0,19.67,0.47,18.5,0.5,sitting
25180,4542,222,45.0,0.0,19.0,0.0,19.25,0.83,sitting
25181,4543,223,45.0,0.0,18.75,0.43,19.75,0.83,sitting
25182,4544,224,45.0,0.0,18.75,0.43,20.25,0.83,sitting
25183,4545,225,45.0,0.0,18.75,0.83,20.5,0.5,sitting
25184,4546,226,45.0,0.0,18.75,0.43,20.5,0.5,sitting
25185,4547,227,45.0,0.0,18.5,0.5,20.0,0.71,sitting
25186,4548,228,45.0,0.0,18.5,0.5,19.25,0.83,sitting
25187,4549,229,45.0,0.0,19.33,0.47,19.0,0.82,sitting
25188,4550,230,45.0,0.0,19.25,0.43,19.67,1.25,sitting
25189,4551,231,45.0,0.0,18.75,0.43,19.75,0.83,sitting
25190,4552,232,45.0,0.0,18.75,0.43,20.0,1.0,sitting
25191,4553,233,45.0,0.0,19.0,0.0,19.75,0.83,sitting
25192,4554,234,45.0,0.0,19.0,0.0,20.0,0.0,sitting
25193,4555,235,45.0,0.0,18.5,0.5,20.0,0.71,sitting
25194,4556,236,45.0,0.0,18.75,0.43,18.75,0.43,sitting
25195,4557,237,45.0,0.0,17.5,0.87,13.0,3.39,sitting
25196,4558,238,45.0,0.0,14.25,0.83,4.33,3.3,sitting
25197,4559,239,45.0,0.0,17.75,0.43,12.0,2.12,sitting
25198,4560,240,45.0,0.0,20.33,0.94,17.33,1.7,sitting
25199,4561,241,45.0,0.0,18.75,0.83,22.25,0.43,sitting
25200,4562,242,45.0,0.0,15.75,0.43,22.0,0.82,sitting
25201,4563,243,45.0,0.0,15.25,0.43,22.0,0.71,sitting
25202,4564,244,45.0,0.0,14.5,0.5,22.0,1.22,sitting
25203,4565,245,45.0,0.0,15.0,0.0,23.5,0.5,sitting
25204,4566,246,45.0,0.0,15.67,0.47,23.0,0.71,sitting
25205,4567,247,45.0,0.0,15.25,0.43,23.25,0.43,sitting
25206,4568,248,45.0,0.0,14.75,0.83,22.5,0.5,sitting
25207,4569,249,45.0,0.0,16.0,0.71,22.5,0.5,sitting
25208,4570,250,45.0,0.0,16.67,0.47,22.0,0.82,sitting
25209,4571,251,45.0,0.0,15.67,0.47,22.67,0.47,sitting
25210,4572,252,45.0,0.0,16.0,0.0,22.5,0.5,sitting
25211,4573,253,45.0,0.0,16.0,0.0,22.75,0.83,sitting
25212,4574,254,45.0,0.0,16.75,0.43,23.0,0.82,sitting
25213,4575,255,45.0,0.0,15.25,0.43,24.0,0.0,sitting
25214,4576,256,45.0,0.0,16.67,0.47,23.75,0.43,sitting
25215,4577,257,45.0,0.0,16.25,0.43,23.75,0.43,sitting
25216,4578,258,45.0,0.0,16.0,0.71,23.75,0.43,sitting
25217,4579,259,45.0,0.0,16.0,0.0,23.5,0.5,sitting
25218,4580,260,45.0,0.0,16.33,0.47,23.0,0.71,sitting
25219,4581,261,45.0,0.0,16.5,0.5,22.75,0.83,sitting
25220,4582,262,45.0,0.0,16.75,0.43,23.0,1.0,sitting
25221,4583,263,45.0,0.0,16.25,0.43,23.0,0.71,sitting
25222,4584,264,45.0,0.0,16.75,0.43,23.0,1.0,sitting
25223,4585,265,45.0,0.0,16.25,0.43,22.75,0.83,sitting
25224,4586,266,45.0,0.0,15.33,0.47,23.67,0.47,sitting
25225,4587,267,45.0,0.0,15.0,0.0,24.0,0.0,sitting
25226,4588,268,45.0,0.0,15.0,0.0,24.0,0.0,sitting
25227,4589,269,45.0,0.0,15.0,0.0,24.0,0.0,sitting
25228,4590,270,45.0,0.0,15.0,0.0,24.0,0.0,sitting
25229,4591,271,45.0,0.0,15.0,0.0,24.0,0.0,sitting
25230,4592,272,45.0,0.0,15.67,0.47,23.5,0.5,sitting
25231,4593,273,45.0,0.0,15.75,0.43,23.0,0.71,sitting
25232,4594,274,45.0,0.0,16.0,0.71,23.5,0.87,sitting
25233,4595,275,45.0,0.0,16.5,1.12,24.25,0.43,sitting
25234,4596,276,45.0,0.0,19.0,0.82,23.33,0.47,sitting
25235,4597,277,45.0,0.0,16.75,0.43,21.25,1.09,sitting
25236,4598,278,45.67,0.47,15.5,0.87,16.67,1.25,sitting
25237,4599,279,45.0,0.0,16.25,0.43,12.0,2.16,sitting
25238,4600,280,45.33,0.47,14.67,0.47,4.5,0.5,sitting
25239,4601,281,45.2,0.4,16.2,2.04,12.25,3.11,sitting
25240,4602,282,45.0,0.0,20.67,0.47,18.0,4.3,sitting
25241,4603,283,44.75,0.43,22.75,0.43,25.25,0.83,sitting
25242,4604,284,43.75,0.83,20.5,0.87,25.75,1.3,sitting
25243,4605,285,43.5,0.5,17.5,0.5,24.5,0.5,sitting
25244,4606,286,43.5,0.5,18.0,0.0,25.0,0.71,sitting
25245,4607,287,43.5,0.5,20.0,1.41,27.33,0.47,sitting
25246,4608,288,44.33,0.47,22.5,0.5,25.67,0.47,sitting
25247,4609,289,44.67,0.47,21.67,1.25,22.0,2.92,sitting
25248,4610,290,45.0,0.0,18.67,0.94,20.25,2.49,sitting
25249,4611,291,45.0,0.0,20.75,0.43,20.5,1.8,sitting
25250,4612,292,45.0,0.0,21.0,0.0,17.75,0.83,sitting
25251,4613,293,45.0,0.0,22.25,0.43,21.5,2.18,sitting
25252,4614,294,45.0,0.0,21.33,0.47,24.0,0.0,sitting
25253,4615,295,45.0,0.0,20.75,0.43,22.5,1.12,sitting
25254,4616,296,45.0,0.0,21.0,0.0,20.5,0.87,sitting
25255,4617,297,45.0,0.0,19.5,0.5,21.0,0.0,sitting
25256,4618,298,45.0,0.0,18.25,1.48,19.67,1.25,sitting
25257,4619,299,45.0,0.0,17.0,0.71,18.0,0.0,sitting
25258,4620,300,45.0,0.0,15.5,0.87,18.75,0.83,sitting
25259,4621,301,45.0,0.0,15.0,0.0,18.5,0.5,sitting
25260,4622,302,45.0,0.0,14.75,0.43,18.25,0.43,sitting
25261,4623,303,45.0,0.0,14.5,0.87,18.25,0.43,sitting
25262,4624,304,45.0,0.0,17.0,1.22,18.25,0.43,sitting
25263,4625,305,45.0,0.0,16.25,0.83,18.0,0.0,sitting
25264,4626,306,45.0,0.0,17.25,0.83,17.5,0.5,sitting
25265,4627,307,45.0,0.0,18.5,0.5,17.75,0.43,sitting
25266,4628,308,45.0,0.0,18.0,0.0,18.0,0.0,sitting
25267,4629,309,45.0,0.0,18.0,0.0,17.75,0.43,sitting
25268,4630,310,45.0,0.0,16.5,0.5,18.67,0.47,sitting
25269,4631,311,45.0,0.0,16.25,0.43,18.0,0.0,sitting
25270,4632,312,45.0,0.0,15.25,0.43,18.0,0.0,sitting
25271,4633,313,45.0,0.0,16.0,0.71,18.0,0.0,sitting
25272,4634,314,45.0,0.0,15.33,0.47,18.25,0.43,sitting
25273,4635,315,45.0,0.0,16.0,0.0,18.5,0.5,sitting
25274,4636,316,45.0,0.0,15.25,0.43,18.25,0.43,sitting
25275,4637,317,45.0,0.0,15.75,0.83,18.0,0.0,sitting
25276,4638,318,45.0,0.0,17.5,0.5,18.5,0.87,sitting
25277,4639,319,45.0,0.0,17.75,0.43,20.0,1.22,sitting
25278,4640,320,45.0,0.0,17.67,0.47,20.75,0.43,sitting
25279,4641,321,45.0,0.0,17.25,0.43,20.75,0.43,sitting
25280,4642,322,45.0,0.0,17.33,0.47,20.33,0.47,sitting
25281,4643,323,45.0,0.0,16.5,1.12,21.25,0.43,sitting
25282,4644,324,45.0,0.0,15.0,0.0,23.67,0.47,sitting
25283,4645,325,45.0,0.0,19.25,2.38,22.25,1.3,sitting
25284,4646,326,45.0,0.0,24.0,0.0,21.0,0.0,sitting
25285,4647,327,45.0,0.0,21.25,1.09,17.25,3.11,sitting
25286,4648,328,45.0,0.0,21.0,0.0,13.75,2.17,sitting
25287,4649,329,45.0,0.0,22.75,1.09,16.25,1.3,sitting
25288,4650,330,45.0,0.0,24.0,0.0,18.0,1.41,sitting
25289,4651,331,45.0,0.0,23.75,0.43,20.5,0.87,sitting
25290,4652,332,45.0,0.0,24.0,0.0,20.75,0.43,sitting
25291,4653,333,45.0,0.0,23.25,0.43,21.75,1.3,sitting
25292,4654,334,45.0,0.0,22.0,1.73,17.75,2.05,sitting
25293,4655,335,45.0,0.0,21.0,0.71,20.5,2.18,sitting
25294,4656,336,45.0,0.0,20.33,0.94,23.0,0.82,sitting
25295,4657,337,45.0,0.0,20.25,0.83,23.5,0.5,sitting
25296,4658,338,44.67,0.47,22.0,0.71,23.33,0.47,sitting
25297,4659,339,44.5,0.5,22.25,0.83,19.5,1.5,sitting
25298,4660,340,44.67,0.47,19.75,0.83,19.67,1.25,sitting
25299,4661,341,44.5,0.5,20.0,1.0,21.0,0.71,sitting
25300,4662,342,45.0,0.0,20.25,0.43,22.0,1.0,sitting
25301,4663,343,45.0,0.0,18.33,0.47,18.75,0.83,sitting
25302,4664,344,45.0,0.0,16.0,1.22,16.5,1.12,sitting
25303,4665,345,45.0,0.0,14.75,0.43,21.0,2.12,sitting
25304,4666,346,45.0,0.0,16.75,1.3,23.75,0.43,sitting
25305,4667,347,45.0,0.0,16.25,1.3,24.25,0.43,sitting
25306,4668,348,45.0,0.0,17.5,0.5,23.25,0.83,sitting
25307,4669,349,45.0,0.0,18.5,1.5,18.5,2.6,sitting
25308,4670,350,45.0,0.0,19.33,0.94,20.67,0.47,sitting
25309,4671,351,45.0,0.0,18.33,0.47,20.0,0.82,sitting
25310,4672,352,45.0,0.0,18.75,0.83,20.75,0.43,sitting
25311,4673,353,45.0,0.0,19.75,0.43,21.67,0.47,sitting
25312,4674,354,45.0,0.0,21.0,0.0,21.0,0.0,sitting
25313,4675,355,45.0,0.0,19.25,1.09,21.0,0.0,sitting
25314,4676,356,44.75,0.43,14.0,1.41,20.25,1.48,sitting
25315,4677,357,44.0,0.82,22.0,1.41,21.75,0.83,sitting
25316,4678,358,43.5,0.5,24.5,0.87,23.0,1.22,sitting
25317,4679,359,43.25,0.83,24.0,0.0,21.5,0.5,sitting
25318,4680,360,43.25,0.43,23.75,0.43,20.25,0.83,sitting
25319,4681,361,43.75,0.43,25.75,1.3,21.25,1.79,sitting
25320,4682,362,44.75,0.43,27.25,0.43,24.0,0.0,sitting
25321,4683,363,43.5,1.12,24.5,0.87,22.0,1.22,sitting
25322,4684,364,43.0,0.71,24.0,0.0,22.0,0.82,sitting
25323,4685,365,44.5,0.5,24.0,0.0,25.5,0.87,sitting
25324,4686,366,44.5,0.5,24.0,0.0,24.0,0.0,sitting
25325,4687,367,43.75,0.43,24.0,0.0,21.75,0.83,sitting
25326,4688,368,43.75,0.43,24.0,0.0,20.75,0.43,sitting
25327,4689,369,44.33,0.47,24.0,0.0,21.67,0.47,sitting
25328,4690,370,44.25,0.43,23.75,0.43,21.0,0.0,sitting
25329,4691,371,44.0,0.63,22.0,0.71,20.6,0.49,sitting
25330,4692,372,44.0,0.0,21.25,0.43,20.67,0.47,sitting
25331,4693,373,44.0,0.82,21.0,0.0,23.0,1.22,sitting
25332,4694,374,44.0,0.0,20.0,1.22,21.75,0.83,sitting
25333,4695,375,44.25,0.43,17.75,0.43,21.25,0.43,sitting
25334,4696,376,43.5,0.5,18.33,0.47,21.0,0.0,sitting
25335,4697,377,43.5,0.5,20.5,0.5,21.25,0.43,sitting
25336,4698,378,43.75,0.83,20.75,0.43,21.75,0.83,sitting
25337,4699,379,43.5,0.5,21.0,0.0,22.33,1.25,sitting
25338,4700,380,44.0,0.71,21.0,0.0,22.75,0.83,sitting
25339,4701,381,43.75,0.43,21.0,0.0,21.0,0.0,sitting
25340,4702,382,43.75,0.43,21.0,0.0,18.75,0.83,sitting
25341,4703,383,44.0,0.0,18.5,0.5,20.5,0.87,sitting
25342,4704,384,43.5,0.5,19.5,0.87,20.75,0.43,sitting
25343,4705,385,44.0,0.0,20.0,0.71,20.5,0.5,sitting
25344,4706,386,43.75,0.43,18.0,1.22,21.0,0.0,sitting
25345,4707,387,43.75,0.43,17.5,0.5,21.0,0.0,sitting
25346,4708,388,43.75,0.43,16.0,0.0,20.33,0.47,sitting
25347,4709,389,43.75,0.83,17.4,0.8,20.4,0.49,sitting
25348,4710,390,44.0,0.71,18.0,0.0,19.0,0.82,sitting
25349,4711,391,43.67,0.47,18.5,1.5,19.0,0.82,sitting
25350,4712,392,43.4,0.49,21.0,0.0,18.4,1.02,sitting
25351,4713,393,43.5,0.5,21.0,0.0,20.25,1.3,sitting
25352,4714,394,43.5,0.5,20.5,0.5,19.75,0.43,sitting
25353,4715,395,43.67,0.47,19.25,1.3,21.0,0.0,sitting
25354,4716,396,43.75,0.43,20.0,0.71,20.0,1.0,sitting
25355,4717,397,43.75,0.43,19.0,0.0,20.5,0.5,sitting
25356,4718,398,43.75,0.83,19.5,0.5,21.25,0.43,sitting
25357,4719,399,43.33,0.47,20.67,0.47,21.75,0.83,sitting
25358,4720,400,44.0,0.71,21.0,0.0,22.5,0.5,sitting
25359,4721,401,43.75,0.43,21.0,0.0,21.5,0.5,sitting
25360,4722,402,43.75,0.43,21.25,0.43,20.75,0.43,sitting
25361,4723,403,44.25,0.83,21.0,0.0,21.0,0.71,sitting
25362,4724,404,43.75,0.43,21.0,0.0,22.0,1.0,sitting
25363,4725,405,43.75,0.43,21.0,0.0,22.33,0.47,sitting
25364,4726,406,44.0,1.0,21.0,0.0,22.25,0.43,sitting
25365,4727,407,44.33,0.47,21.0,0.0,21.33,0.47,sitting
25366,4728,408,44.25,0.83,21.0,0.0,21.5,0.5,sitting
25367,4729,409,43.75,0.43,21.0,0.0,21.5,0.5,sitting
25368,4730,410,44.0,0.0,21.0,0.0,21.0,0.0,sitting
25369,4731,411,43.75,0.83,21.0,0.0,19.75,0.43,sitting
25370,4732,412,43.5,0.5,21.0,0.0,18.25,0.43,sitting
25371,4733,413,43.75,0.83,21.0,0.0,19.25,1.09,sitting
25372,4734,414,43.33,0.47,21.67,1.7,19.75,0.83,sitting
25373,4735,415,44.5,0.5,21.75,0.83,16.25,3.7,sitting
25374,4736,416,44.25,0.83,23.25,1.3,11.67,0.47,sitting
25375,4737,417,44.5,0.5,23.5,0.5,13.5,3.35,sitting
25376,4738,418,44.75,0.43,22.5,1.12,12.67,0.94,sitting
25377,4739,419,44.33,0.94,23.67,0.47,15.0,1.0,sitting
25378,4740,420,44.8,0.4,23.5,0.5,13.6,4.13,sitting
25379,4741,421,44.33,0.94,21.5,0.87,16.67,1.25,sitting
25380,4742,422,44.75,0.43,20.0,1.0,18.5,2.29,sitting
25381,4743,423,45.0,0.0,23.25,0.83,19.75,0.83,sitting
25382,4744,424,45.0,0.0,23.0,1.41,18.5,0.5,sitting
25383,4745,425,45.0,0.0,23.25,0.43,21.75,2.28,sitting
25384,4746,426,44.75,0.43,23.25,0.83,23.5,0.87,sitting
25385,4747,427,44.5,0.5,21.5,0.87,23.5,0.87,sitting
25386,4748,428,44.75,0.43,21.25,1.09,20.25,1.3,sitting
